ID	HEADING	CLEANED	LANGUAGE	LCC	TYPE	YEAR_ADDED	YEAR_REVISED	BT	NT	SYNONYMS	YEAR_DEPRECATED	FORMER_HEADINGS	DELETION_NOTE	GENDER	GENDER_WORD
sh2013000615	_Microsoft .NET Gadgeteer	microsoft net gadgeteer	en	None	Topic	2013	None	None	None	None	2018-04-16T09:48:43	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2018000789		
sh2013000945	_Coconuco Indians	coconuco indians	en	None	Topic	2013	None	None	None	None	2019-06-17T08:47:00	None	This authority record has been deleted because the heading is covered by the subject heading {Guambiano Indians} (DLC)sh 85086489		
sh2013001207	_Wojtek (Bear)	wojtek ( bear )	en	None	Topic	2013	None	None	None	None	2016-03-04T16:51:02	None	This authority record has been deleted because the subject heading is covered by the name heading {Wojtek (Bear), 1942-1963} (DLC)no2015158310		
sh2013002769	_SAP NetWeaver Gateway	sap netweaver gateway	en	None	Topic	2013	None	None	None	None	2017-12-14T12:45:25	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017044364		
sh2013003541	_Adivasis in literature	adivasis in literature	en	None	Topic	2013	None	None	None	None	2018-11-07T14:05:50	None	This authority record has been deleted because the heading is covered by the subject heading {Indigenous peoples in literature} (DLC)sh 96007947		
sh2013003562	_Core Data framework	core data framework	en	None	Topic	2013	None	None	None	None	2017-12-14T12:45:18	None	This authority record has been deleted because the subject heading is covered by the name heading {Core Data (Software framework)} (DLC)n 2017042087		
sh2014001211	_Archaeometallurgy	archaeometallurgy	en	None	Topic	2014	None	None	None	None	2014-11-14T12:14:51	None	This authority record has been deleted because the heading is covered by the subject heading {Metallurgy in archaeology} (sh 98005996).		
sh2014002021	_ADO.NET (Application program interface)	ado net ( application program interface )	en	None	Topic	2014	None	None	None	None	2017-12-14T12:45:16	None	This authority record has been deleted because the subject heading is covered by the name heading {ADO.NET (Software framework)} (DLC)n 2017050101		
sh2014002022	_Entity Framework (Application development environment)	entity framework ( application development environment )	en	None	Topic	2014	None	None	None	None	2017-12-14T12:45:19	None	This authority record has been deleted because the subject heading is covered by the name heading {Entity Framework (Software framework)} (DLC)n 2017050087		
sh2014002332	_Oracle mobile application framework	oracle mobile application framework	en	None	Topic	2014	None	None	None	None	2017-12-14T12:45:24	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017043850		
sh2015000048	_AngularJS (Software framework)	angularjs ( software framework )	en	None	Topic	2015	None	None	None	None	2017-12-14T12:45:16	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017036141		
sh2015000606	_Ukraine Conflict, 2014-	2014 ukraine conflict	en	None	Topic	2015	None	None	None	None	2023-11-17T15:38:41	None	This authority record has been deleted because the heading is covered by the subject heading {Russo-Ukrainian War, 2014-} (DLC)sh2023001220		
sh2015000866	_Bahai Faith members	bahai faith members	en	None	Topic	2015	None	None	None	None	2015-06-16T13:29:34	None	This authority record has been deleted because it is covered by the subject heading {Bahais} (DLC)sh 85010991 		
sh2015000996	_Stochastic geometry	stochastic geometry	en	None	Topic	2015	None	None	None	None	2015-04-17T14:08:52	None	This authority record has been deleted because the heading is covered by an identical subject heading (DLC)sh 85128178		
sh2016000132	_Laravel (Trademark)	laravel ( trademark )	en	None	Topic	2016	None	None	None	None	2017-12-14T12:45:22	None	This authority record has been deleted because the subject heading is covered by the name heading {Laravel (Software framework)} (DLC)n 2017043822		
sh2016000404	_Selenium (Software framework)	selenium ( software framework )	en	None	Topic	2016	None	None	None	None	2017-12-14T12:45:25	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017044368		
sh2016000406	_Ext JS (Software framework)	ext js ( software framework )	en	None	Topic	2016	None	None	None	None	2017-12-14T12:45:19	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017043808		
sh2016000408	_Spring (Software framework)	spring ( software framework )	en	None	Topic	2016	None	None	None	None	2017-12-14T12:45:26	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017044371		
sh2016000409	_OpenVPN (Software framework)	openvpn ( software framework )	en	None	Topic	2016	None	None	None	None	2017-12-14T12:45:24	None	This authority record has been deleted because the subject heading is covered by the name heading {OpenVPN (Software)} (DLC)n 2017043847		
sh2016000711	_AV Foundation (Software framework)	av foundation ( software framework )	en	None	Topic	2016	None	None	None	None	2017-12-14T12:45:16	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017036144		
sh2016000946	_Flask (Software framework)	flask ( software framework )	en	None	Topic	2016	None	None	None	None	2017-12-14T12:45:19	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017043816		
sh2016001753	_PowerCLI (Application program interface)	powercli ( application program interface )	en	None	Topic	2016	None	None	None	None	2017-12-14T12:45:25	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2017050114		
sh2019000280	_Stolpersteine	stolpersteine	en	None	Topic	2019	None	None	None	None	2024-07-19T11:26:40	None	This authority record has been deleted because the subject heading is covered by the name heading {Demnig, Gunter, 1947- Stolpersteine} (DLC)no2007047090		
sh2019102296	_Concentration camp uprisings	concentration camp uprisings	en	None	Topic	2019	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp uprisings} (DLC)sh2021004056 and {Nazi concentration camp uprisings} (DLC)sh2021004057		
sh2019102475	_Library linked data	library linked data	en	None	Topic	2019	None	None	None	None	2020-10-19T12:50:02	None	This authority record has been deleted because the heading is covered by the subject heading {Linked data} (DLC)sh2013002090		
sh2020000095	_Children of egg donors	children of egg donors	en	None	Topic	2020	None	None	None	None	2023-07-05T15:07:27	None	This authority record has been deleted because the heading is covered by the subject heading {Donor conceived people} (DLC)sh2022007746		
sh2021000107	_Electronic games in education	electronic games in education	en	None	Topic	2021	None	None	None	None	2023-01-23T12:01:15	None	This authority record has been deleted because the heading is covered by the subject heading {Video games in education} (DLC)sh2014100035		
sh85000144	_Abhimanyu	abhimanyu	en	None	Topic	1986	None	None	None	None	2018-11-07T14:05:49	None	This authority record has been deleted because the subject heading is covered by the name heading {Abhimanyu (Hindu mythological character)} (DLC)n 2018240044		
sh85000487	_Achenseebahn	achenseebahn	en	None	Topic	1986	None	None	None	None	2009-11-03T06:44:06	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055780).		
sh85000704	_Actiniopteridaceae	actiniopteridaceae	en	None	Topic	1986	None	None	None	None	2024-05-31T14:57:36	None	This authority record has been deleted because the heading is covered by the subject heading {Pteridaceae} (DLC)sh 85000871		
sh85000887	_Adivasis	adivasis	en	None	Topic	1986	None	None	None	None	2018-11-07T14:05:49	None	This authority record has been deleted because the heading is covered by the subject heading {Indigenous peoples} (DLC)sh 85090174		
sh85002065	_Agavaceae	agavaceae	en	None	Topic	2003	None	None	None	None	2013-09-26T09:16:31	None	This authority record has been deleted because the heading is covered by the subject heading {Asparagaceae} (sh2003011151).		
sh85002297	_Agricultural Conservation Program	agricultural conservation program	en	None	Topic	1986	None	None	None	None	2021-04-15T12:19:23	None	This authority record has been deleted because the subject heading is covered by the name heading {United States. Agricultural Conservation Program} (DLC)no 92003357		
sh85003229	_Albinos and albinism	albinos and albinism	en	None	Topic	1986	None	None	None	None	2023-02-22T15:58:21	None	This authority record has been deleted because the heading is covered by the subject headings {People with albinism} and {Albinism}		
sh85003553	_Illegal aliens	illegal aliens	en	None	Topic	2003	None	None	None	None	2021-11-23T14:39:03	None	This authority record has been deleted because the heading is covered by the subject headings {Noncitizens} (DLC)sh 85003545 and {Illegal immigration} (DLC)sh2016000739		
sh85003558	_Aliens in literature	aliens in literature	en	None	Topic	1986	None	None	None	None	2021-11-23T14:39:02	None	This authority record has been deleted because the heading is covered by the subject heading {Noncitizens in literature} (DLC)sh2016000795		
sh85004416	_American Road	american road	en	None	Topic	1986	None	None	None	None	2010-05-21T12:47:57	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2010026011).		
sh85005410	_Anommatidae	anommatidae	en	None	Topic	1986	None	None	None	None	2015-08-12T09:54:18	None	This authority record has been deleted because the heading is covered by the subject heading {Bothrideridae} (DLC)sh2014002118		
sh85006058	_Apostolic Brethren (Segarelli)	apostolic brethren ( segarelli )	en	None	Topic	1986	None	None	None	None	2015-12-04T07:54:19	None	This authority record has been deleted because the heading is covered by the name heading {Order of Apostles} (DLC)n2011278968		
sh85006853	_Architecture, Primitive	primitive architecture	en	None	Topic	1986	None	None	None	None	2022-05-12T08:52:38	None	This authority record has been deleted because the heading is covered by the subject headings Architecture (DLC)sh 85006611 and Architecture, Prehistoric (DLC)sh 87006779		
sh85006983	_Area Health Education Centers Program	area health education centers program	en	None	Topic	1986	None	None	None	None	2012-01-10T10:15:23	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2011182508).		
sh85007854	_Art, Primitive	primitive art	en	None	Topic	1986	None	None	None	None	2022-05-12T08:52:39	None	This authority record has been deleted because the heading is covered by the subject headings {Art, Prehistoric} (DLC)sh 85007853 and {Art} (DLC)sh 85007461		
sh85008119	_Arth-Rigibahn	arth rigibahn	en	None	Topic	1986	None	None	None	None	2009-12-16T07:44:46	None	This authority record has been deleted because the subject heading is covered by the name heading {Arth-Rigi Bahn} (n 2009055781).		
sh85008441	_Arts, Primitive	primitive arts	en	None	Topic	2004	None	None	None	None	2022-05-12T08:52:39	None	This authority record has been deleted because the heading is covered by the subject heading {Arts} (DLC)sh 85008324		
sh85009259	_Atlases, Sotho	sotho atlases	en	None	Topic	1986	None	None	None	None	2017-06-08T09:30:38	None	This authority record has been deleted because the heading is covered by the subject headings {Atlases--Botswana} (DLC)sh 86003800 and {Atlases--Lesotho} (DLC)sh2004008222 and {Atlases--South Africa} (DLC)sh 85009260		
sh85010657	_Azolla imbricata	azolla imbricata	en	None	Topic	1986	None	None	None	None	2024-05-31T14:57:36	None	This authority record has been deleted because the heading is covered by the subject heading {Azolla pinnata} (DLC)sh 85010658		
sh85010659	_Azollaceae	azollaceae	en	None	Topic	1986	None	None	None	None	2024-05-31T14:57:36	None	This authority record has been deleted because the heading is covered by the subject heading {Salviniaceae} (DLC)sh 85116971		
sh85011209	_Balkar literature	balkar literature	en	None	Topic	1986	None	None	None	None	2016-06-02T12:45:36	None	This authority record has been deleted because the heading is covered by the subject heading {Karachay-Balkar literature} (DLC)sh2016000770		
sh85011210	_Balkar poetry	balkar poetry	en	None	Topic	1986	None	None	None	None	2016-06-02T12:45:36	None	This authority record has been deleted because the heading is covered by the subject heading {Karachay-Balkar poetry} (DLC)sh2016000773		
sh85013066	_Belmont Stakes, N.Y.	n y belmont stakes	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:07	None	This authority record has been deleted because the subject heading is covered by the name heading {Belmont Stakes} (DLC)n 2015026838		
sh85013930	_Biel-Täuffelen-Ins-Bahn	biel täuffelen ins bahn	en	None	Topic	1986	None	None	None	None	2010-09-15T08:48:57	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2010052764).		
sh85013999	_Bikōsen	bikōsen	en	None	Topic	1986	None	None	None	None	2009-11-02T13:23:42	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055790).		
sh85014004	_Bilbao Regatta, Bilbao, Spain, 1907	bilbao bilbao regatta 1907 spain	en	None	Topic	1986	None	None	None	None	2016-01-25T13:33:40	None	This authority record has been deleted because the heading will be established as a name heading when needed.		
sh85015155	_Boatmen	boatmen	en	None	Topic	2005	None	None	None	None	2015-03-04T14:24:57	None	This authority record has been deleted because the heading is covered by the subject heading {Boaters (Persons)} (sh2005020458).		
sh85015293	_Bogomaterʹ Donskai︠a︡ (Icon)	bogomaterʹ donskai︠a︡ ( icon )	en	None	Topic	1986	None	None	None	None	2010-06-08T12:22:43	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081360).		
sh85015462	_Bombacaceae	bombacaceae	en	None	Topic	1986	None	None	None	None	2016-03-04T16:50:55	None	This authority record has been deleted because the heading is covered by the subject heading {Malvaceae} (DLC)sh 85080231		
sh85016252	_Brachydanio	brachydanio	en	None	Topic	1986	None	None	None	None	2020-06-17T13:42:44	None	This authority record has been deleted because the heading is covered by the subject heading {Danio} (DLC)sh 85035722		
sh85016723	_Bregenzerwaldbahn	bregenzerwaldbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:46:51	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055792).		
sh85016919	_Brighton Run (Antique car race)	brighton run ( antique car race )	en	None	Topic	1986	None	None	None	None	2009-06-12T08:01:16	None	This authority record has been deleted because the subject heading is covered by the name heading {London to Brighton Veteran Car Run} (no2009072392).		
sh85017015	_Broager banen	broager banen	en	None	Topic	1986	None	None	None	None	2009-11-17T06:47:26	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055793).		
sh85018301	_Business law	business law	en	None	Topic	1986	None	None	None	None	2012-07-16T13:27:59	None	This authority record has been deleted because the heading is covered by the subject heading {Commercial law} (sh 85028940).		
sh85018356	_Butchers	butchers	en	None	Topic	1986	None	None	None	None	2018-06-15T15:20:45	None	This authority record has been deleted because the heading is covered by the subject headings {Butchers (Persons)} (DLC)sh2018000303 and {Butcher shops} (DLC)sh2018000850		
sh85018406	_Butzbach-Licher Eisenbahn	butzbach licher eisenbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:47:50	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055799).		
sh85018613	_Cadaver in art	cadaver in art	en	None	Topic	1986	None	None	None	None	2024-05-24T15:38:16	None	This authority record has been deleted because the heading is covered by the subject heading {Dead in art} (DLC)sh 97003226		
sh85019099	_Cambrian Railways	cambrian railways	en	None	Topic	1986	None	None	None	None	2009-09-24T08:26:41	None	This authority record has been deleted because the subject heading is covered by an identical name heading (nb2005002258).		
sh85019163	_Camorra	camorra	en	None	Topic	1986	None	None	None	None	2016-08-11T17:28:57	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2016039009		
sh85019383	_Canadian Grand Prix Race	canadian grand prix race	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:08	None	This authority record has been deleted because the subject heading is covered by the name heading Canadian Grand Prix (Automobile race) (DLC)n 2015027187		
sh85019831	_Canvassing	canvassing	en	None	Topic	1986	None	None	None	None	2010-01-07T13:07:17	None	This authority record has been deleted because the heading is covered by the subject heading {Door-to-door selling} (sh 99004280).		
sh85020460	_Carriage manufacturers and dealers	carriage manufacturers and dealers	en	None	Topic	1986	None	None	None	None	2010-11-29T13:48:26	None	This authority record has been deleted because the heading is covered by the subject heading {Carriage industry} (sh 85020458).		
sh85020908	_College catalogs	college catalogs	en	None	Topic	1986	None	None	None	None	2009-06-02T14:01:01	None	This authority record has been deleted because the heading is covered by the subject heading {Universities and colleges--Curricula--Catalogs} (sh2002012107).		
sh85022453	_Champion of Champions International Sprint Race, England	england champion of champions international sprint race	en	None	Topic	1986	None	None	None	None	2010-01-13T08:42:49	None	This authority record has been deleted because the subject heading is covered by the name heading {Champion of Champions International Sprint Race} (n 2010002547).		
sh85022976	_Chemin de fer de Saint-Georges-de-Commiers à la Mure	chemin de fer de saint georges de commiers à la mure	en	None	Topic	1986	None	None	None	None	2009-11-17T06:48:27	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055803).		
sh85022977	_Chemin de fer d'Orleans	chemin de fer d 'orleans	en	None	Topic	1986	None	None	None	None	2009-12-10T13:16:49	None	This authority record has been deleted because the subject heading is covered by the name heading {Chemin de fer d'Orleans et du Midi} (n 2009056630).		
sh85022979	_Chemin de fer Montreux-Oberland Bernois	chemin de fer montreux oberland bernois	en	None	Topic	1986	None	None	None	None	2009-12-10T13:17:22	None	This authority record has been deleted because the subject heading is covered by the name heading {Compagnie du chemin de fer Montreux-Oberland Bernois} (n 2009055822).		
sh85022981	_Chemins de fer de l'Est	chemins de fer de l 'est	en	None	Topic	1986	None	None	None	None	2009-12-10T13:17:54	None	This authority record has been deleted because the subject heading is covered by the name heading {Compagnie des chemins de fer de l'Est} (n 2009055888).		
sh85022982	_Chemins de fer de l'Indochine et du Yunnan	chemins de fer de l 'indochine et du yunnan	en	None	Topic	1986	None	None	None	None	2009-12-10T13:18:23	None	This authority record has been deleted because the subject heading is covered by the name heading {Compagnie du chemin de fer de l'Indochine et du Yunnan} (nr 96022473).		
sh85023074	_Ilinsʹko-Chernihivsʹka Chudotvorna Ikona	ilinsʹko chernihivsʹka chudotvorna ikona	en	None	Topic	1986	None	None	None	None	2010-06-08T12:50:38	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081373).		
sh85024660	_Chŏllasŏn	chŏllasŏn	en	None	Topic	1986	None	None	None	None	2009-11-03T06:40:54	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009059474).		
sh85025473	_Chuetas	chuetas	en	None	Topic	1986	None	None	None	None	2022-01-19T12:16:26	None	This authority record has been deleted because the heading is covered by the subject headings {Crypto-Jews--Puerto Rico} (DLC)sh2021015872 and {Crypto-Jews--Spain} (DLC)sh 85081414		
sh85026359	_Civil procedure (Bantu law)	civil procedure in bantu law	en	None	Topic	1986	None	None	None	None	2023-08-30T10:55:30	None	This authority record has been deleted because the heading is replaced by headings of the type {Customary law} subdivided by place.		
sh85026362	_Civil procedure (International law)	civil procedure in international law	en	None	Topic	1986	None	None	None	None	2010-12-10T08:10:33	None	{This authority record has been deleted because the heading is covered by the subject headings} Conflict of laws--Civil procedure (sh 85030977) and {Civil procedure} (sh 85026353).		
sh85029499	_Computer games	computer games	en	None	Topic	1986	None	None	None	None	2023-01-23T12:01:15	None	This authority record has been deleted because the heading is covered by the subject heading {Video games} (DLC)sh 85143202		
sh85029589	_Concentration camps	concentration camps	en	None	Topic	2006	None	None	None	None	2021-05-14T09:21:28	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camps} (DLC)sh2020000306 and {Nazi concentration camps} (DLC)sp2021003726		
sh85029611	_Concentration camps in art	concentration camps in art	en	None	Topic	1986	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camps in art} (DLC)sh2021004006 and {Nazi concentration camps in art} (DLC)sh2021004007		
sh85029612	_Concentration camps in literature	concentration camps in literature	en	None	Topic	1986	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camps in literature} (DLC)sh2021004008 and {Nazi concentration camps in literature} (DLC)sh2021004009		
sh85031766	_Cookery	cookery	en	None	Topic	2004	None	None	None	None	2010-06-16T15:40:04	None	This authority record has been deleted because the heading is covered by the subject headings {Cooking} (sh2010008400) and {Cookbooks} (sh2010007517).		
sh85031943	_Cookery (Baby foods)	cookery ( baby foods )	en	None	Topic	1986	None	None	None	None	2010-06-16T16:39:58	None	This authority record has been deleted because the heading is covered by the subject heading {Baby foods} (sh 85010753).		
sh85033953	_Congenial hypothyrodism	congenial hypothyrodism	en	None	Topic	1986	None	None	None	None	2018-10-04T14:39:22	None	This authority record has been deleted because the heading is covered by the subject heading {Congenital hypothyroidism} (DLC)sh 89000883		
sh85035705	_Danfa Comprehensive Rural Health and Family Planning Project	danfa comprehensive rural health and family planning project	en	None	Topic	1986	None	None	None	None	2011-03-30T08:56:13	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2010023761).		
sh85035925	_David and Bathsheba (Tapestries)	david and bathsheba ( tapestries )	en	None	Topic	1986	None	None	None	None	2009-02-25T06:56:25	None	This authority record has been deleted because the subject heading is covered by the name heading {David and Bathsheba (Tapestry)} (n 2009002968).		
sh85035981	_Daytona 200 Motorcycle Race	daytona 200 motorcycle race	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:08	None	This authority record has been deleted because the heading is covered by the name heading {Daytona 200 (Motorcycle race)} (DLC)n 2015026987		
sh85036296	_Decoration and ornament, Primitive	primitive decoration and ornament	en	None	Topic	1986	None	None	None	None	2022-05-12T08:52:41	None	This authority record has been deleted because the heading is covered by the subject headings {Decoration and ornament} (DLC)sh 85036229 and {Decoration and ornament, Prehistoric} (DLC)sh 85036295		
sh85038482	_Disregard of corporate entity	disregard of corporate entity	en	None	Topic	1986	None	None	None	None	2010-07-22T10:00:32	None	This authority record has been deleted because the heading is covered by the subject heading {Corporate veil} (sh 94002192).		
sh85039928	_Duke of Edinburgh's Award	duke of edinburgh 's award	en	None	Topic	1986	None	None	None	None	2010-09-30T10:00:54	None	This authority record has been deleted because it is covered by the subject heading {International Award for Young People} (sh2010012851).		
sh85040034	_Dürener Eisenbahn	dürener eisenbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:50:14	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055915).		
sh85040190	_Dwarfs	dwarfs	en	None	Topic	2003	None	None	None	None	2017-08-14T11:53:46	None	This authority record has been deleted because because the heading is covered by the subject headings {Dwarfs (Persons)} (DLC)sp2017003444 and {Dwarfs (Folklore)} (DLC)sp2017003446		
sh85040191	_Dwarfs in art	dwarfs in art	en	None	Topic	2003	None	None	None	None	2017-08-14T11:53:46	None	This authority record has been deleted because the heading is covered by the subject headings {Dwarfs (Folklore) in art} (DLC)sh2017003932 and {Dwarfs (Persons) in art} (DLC)sh2017003931		
sh85040192	_Dwarfs in literature	dwarfs in literature	en	None	Topic	1986	None	None	None	None	2017-08-14T11:53:46	None	This authority record has been deleted because the heading is covered by the subject headings {Dwarfs (Folklore) in literature} (DLC)sh2017003934 and {Dwarfs (Persons) in literature} (DLC)sp2017003933		
sh85041407	_Eikona tēs Panagias tēs Chrysovitsas (Icon) [proposed update]	eikona tēs panagias tēs chrysovitsas ( icon ) [proposed update]	en	None	Topic	1986	None	None	None	None	2010-06-08T12:24:11	None	This authority record has been deleted because the subject heading is covered by the name heading {Eikona tēs Panagias tēs Chrysovitsas} (n 2009081125).		
sh85042333	_Electronic games	electronic games	en	None	Topic	1986	None	None	None	None	2023-01-23T12:01:15	None	This authority record has been deleted because the heading is covered by the subject heading {Video games} (DLC)sh 85143202		
sh85042334	_Electronic games industry	electronic games industry	en	None	Topic	1986	None	None	None	None	2023-01-23T12:01:15	None	This authority record has been deleted because the heading is covered by the subject heading {Video games industry} (DLC)sh2006005259		
sh85042809	_Emmental-Burgdorf-Thun-Bahn	emmental burgdorf thun bahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:50:52	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055918).		
sh85042981	_Encheiridiodon	encheiridiodon	en	None	Topic	1986	None	None	None	None	2017-10-13T11:44:11	None	This authority record has been deleted because the heading is covered by the subject heading {Centrophorus} (DLC)sh 85021950		
sh85044618	_Eridiphas	eridiphas	en	None	Topic	1986	None	None	None	None	2020-02-18T14:24:23	None	This authority record has been deleted because the heading is covered by the subject heading {Hypsiglena} (DLC)sh 85063831		
sh85044912	_Esquiline Treasure (British Museum)	esquiline treasure ( british museum )	en	None	Topic	1986	None	None	None	None	2019-11-20T08:03:25	None	This authority record has been deleted because the subject heading is covered by the name heading {Esquiline Treasure} (DLC)n 2019043685		
sh85045453	_Miroscyllium	miroscyllium	en	None	Topic	2004	None	None	None	None	2018-04-16T09:48:43	None	This authority record has been deleted because the heading is covered by the subject headings {Etmopterus} (DLC)sh2018000160 and {Miroscyllium} (DLC)sh2018000194		
sh85046022	_Evil in literature	evil in literature	en	None	Topic	1986	None	None	None	None	2017-10-13T11:44:11	None	This authority record has been deleted because the heading is covered by the subject heading {Good and evil in literature} (DLC)sh 94004490		
sh85046451	_Expertising of art	expertising of art	en	None	Topic	2001	None	None	None	None	2022-05-12T08:52:42	None	This authority record has been deleted because the heading is covered by the subject heading {Art--Expertising} (DLC)sh 85007481		
sh85051646	_Frederikssundsbanen	frederikssundsbanen	en	None	Topic	1986	None	None	None	None	2009-11-17T06:51:48	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055932).		
sh85052508	_Furka-Oberalp-Bahn	furka oberalp bahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:52:23	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055939).		
sh85052667	_Gabriel (Archangel)	gabriel ( archangel )	en	None	Topic	1986	None	None	None	None	2014-04-30T11:16:22	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2014010191).		
sh85055888	_Good in literature	good in literature	en	None	Topic	1986	None	None	None	None	2017-08-14T11:53:47	None	This authority record has been deleted because the heading is covered by the subject heading {Good and evil in literature} (DLC)sh 94004490		
sh85056008	_Gotthardbahn	gotthardbahn	en	None	Topic	1986	None	None	None	None	2009-10-01T08:07:32	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009053679).		
sh85056592	_Graz-Köflacher Bahn	graz köflacher bahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:53:04	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055944).		
sh85057261	_Greenock and Port Glasgow Tramways	greenock and port glasgow tramways	en	None	Topic	1986	None	None	None	None	2009-12-10T13:22:47	None	This authority record has been deleted because the subject heading is covered by the name heading {Greenock and Port Glasgow Tramways Company} (n 2009055578).		
sh85058106	_Győr-Sopron-Ebenfurti Vasút	győr sopron ebenfurti vasút	en	None	Topic	1986	None	None	None	None	2009-11-17T06:53:22	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055945).		
sh85058263	_Hagia Eikōn tēs Megalocharēs Tēnou (Icon)	hagia eikōn tēs megalocharēs tēnou ( icon )	en	None	Topic	1986	None	None	None	None	2010-06-08T12:25:01	None	This authority record has been deleted because the subject heading is covered by the name heading {Hagia Eikōn tēs Megalocharēs Tēnou} (n 2009081138).		
sh85058396	_Hakone Ekiden	hakone ekiden	en	None	Topic	1986	None	None	None	None	2024-06-14T10:35:09	None	This authority record has been deleted because the subject heading is covered by the name heading {Hakone Ekiden (Marathon running)} (DLC)no2024012773		
sh85058480	_Halls	halls	en	None	Topic	1986	None	None	None	None	2013-05-02T14:05:24	None	This authority record has been deleted because the heading is covered by the subject headings {Buildings} (sh 85017769), {Corridors} (sh 85033042), and {Rooms} (sh 90000997).		
sh85058782	_Hanwa Denki Tetsudō	hanwa denki tetsudō	en	None	Topic	1986	None	None	None	None	2009-11-17T07:06:09	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009059481).		
sh85059122	_Härtsfeldbahn	härtsfeldbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:53:50	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055977).		
sh85059433	_Hayu dialect	hayu dialect	en	None	Topic	1986	None	None	None	None	2009-05-08T08:05:29	None	This authority record has been deleted because the heading is covered by the subject heading {Wayu language} (sh2009003681).		
sh85060261	_Henley Royal Regatta, Henley-on-Thames, England	henley on thames henley royal regatta england	en	None	Topic	1986	None	None	None	None	2016-01-25T13:33:46	None	This authority record has been deleted because the subject heading is covered by the name heading {Henley Royal Regatta} (DLC)n 2015069822		
sh85060480	_Hersfelder Kreisbahn	hersfelder kreisbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:54:32	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055987).		
sh85061023	_Hirtshalsbanen	hirtshalsbanen	en	None	Topic	1986	None	None	None	None	2009-11-17T06:54:48	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055991).		
sh85061254	_History of the King (Tapestries)	history of the king ( tapestries )	en	None	Topic	1986	None	None	None	None	2011-09-02T07:43:51	None	This authority record has been deleted because the subject heading is covered by the name heading {History of the King} (n 2011045983).		
sh85061424	_Hōkoku sairei zu (Screen painting)	hōkoku sairei zu ( screen painting )	en	None	Topic	1986	None	None	None	None	2015-03-04T14:24:59	None	This authority record has been deleted because the subject heading is covered by the name heading {Hōkoku saireizu} (no2014166493).		
